Sensitive Detector-Particles
n Total Events,	 x [mm],	 y [mm],	 z [mm],	 dirX,	 dirY,	 dirZ,	 KinEnergy [MeV],	 part Type,	 primary part type,	 nPrimaryPart
312	-14.581	-17.3441	569	-0.034531	-0.0388531	0.998648	1.29382	22	11	97278
313	-16.3517	3.6124	569	-0.0287901	0.00704377	0.999561	0.444506	22	11	97503
314	-17.3807	-10.4099	569	-0.0305193	-0.0182775	0.999367	5.38764	22	11	97819
315	14.3908	-19.4707	569	0.0252143	-0.0335947	0.999117	0.365819	22	11	97864
316	-4.29958	26.9769	569	-0.00719556	0.047089	0.998865	0.325096	22	11	97898
317	5.3159	17.0628	569	0.00869879	0.0305214	0.999496	0.326813	22	11	98898
318	23.8963	-148.777	569	0.051778	-0.531933	0.845202	0.491368	22	11	99188
319	-160.996	190.92	569	-0.258685	0.306345	0.916098	2.72696	22	11	99316
320	6.2961	-5.53819	569	0.0115033	-0.00931542	0.99989	0.430234	22	11	99459
321	-14.5077	-28.2434	569	-0.0253505	-0.0491203	0.998471	0.729608	22	11	99471
322	-10.7837	-12.1873	569	-0.0188869	-0.0216713	0.999587	0.778521	22	11	99683
323	-14.3767	-1.99241	569	-0.0251856	-0.00361852	0.999676	2.25223	22	11	99826
324	6.69958	-23.6589	569	0.0118189	-0.0415751	0.999065	0.460779	22	11	101068
325	-10.6905	-3.31544	569	-0.0189251	-0.00584565	0.999804	0.96891	22	11	101254
326	-15.7966	-26.9992	569	-0.0278979	-0.0473805	0.998487	2.01249	22	11	101416
327	13.7708	13.3754	569	0.0242028	0.0234125	0.999433	2.04664	22	11	101732
328	-10.2113	-21.5801	569	-0.0170749	-0.037153	0.999164	0.324192	22	11	102034
329	9.292	-16.7283	569	0.0162515	-0.0294893	0.999433	0.364412	22	11	102386
330	0.464221	23.3046	569	0.00128058	0.0403293	0.999186	3.16262	22	11	102485
331	15.0305	25.2805	569	0.0267664	0.0440416	0.998671	1.86172	22	11	103272
332	2.38174	-9.87881	569	0.00416973	-0.0173348	0.999841	1.06418	22	11	103683
333	-8.06564	12.274	569	-0.0138795	0.022248	0.999656	1.37892	22	11	104471
334	0.0403338	15.3024	569	-8.7733e-05	0.0268574	0.999639	5.38199	22	11	104477
335	-12.0015	-19.056	569	-0.0210027	-0.0331112	0.999231	1.64966	22	11	104788
336	7.66101	8.95219	569	0.0136205	0.0148678	0.999797	0.423794	22	11	105560
337	18.196	9.12722	569	0.0318591	0.0161457	0.999362	0.618004	22	11	106152
338	-7.85493	23.1029	569	-0.0133456	0.040886	0.999075	2.26304	22	11	107301
339	44.611	172.233	569	0.0720564	0.245055	0.966828	0.510999	22	11	107325
340	9.97123	-23.7481	569	0.0284187	-0.0418869	0.998718	3.49448	22	11	107520
341	-12.2706	13.739	569	-0.0215367	0.0242372	0.999474	0.258367	22	11	108327
342	-147.966	-193.853	569	-0.238661	-0.312175	0.919558	1.17949	22	11	108447
343	-15.3518	16.6378	569	-0.0273141	0.0296271	0.999188	0.818046	22	11	108743
344	1.82226	12.4789	569	0.00292659	0.022194	0.999749	3.98943	22	11	109404
345	-8.34884	-9.86979	569	-0.0142459	-0.0167044	0.999759	1.37895	22	11	109418
346	17.5202	9.17228	569	0.0306407	0.0174529	0.999378	0.229652	22	11	109867
347	-17.9194	6.65831	569	-0.0314877	0.0119617	0.999433	0.561507	22	11	110076
348	-1.08811	6.29561	569	-0.00234733	0.0115209	0.999931	2.88612	22	11	110363
349	-3.6418	19.5549	569	-0.00644295	0.0344495	0.999386	0.858209	22	11	110521
350	7.28873	-21.9712	569	0.0129072	-0.0385501	0.999173	0.59915	22	11	110935
351	-10.8183	10.8668	569	-0.0194001	0.0198068	0.999616	3.71484	22	11	111062
352	8.22553	-21.287	569	0.0150294	-0.037592	0.99918	1.74988	22	11	111482
353	-11.2148	-18.2083	569	-0.0198518	-0.0316788	0.999301	0.287735	22	11	112024
354	5.34428	-18.3061	569	0.009412	-0.0321848	0.999438	1.84562	22	11	112846
355	-15.5454	15.4673	569	-0.0268835	0.0277759	0.999253	2.33017	22	11	113020
356	-18.6643	-8.51611	569	-0.0325199	-0.0140647	0.999372	2.9033	22	11	113603
357	5.7578	-3.77684	569	0.0104885	-0.00636477	0.999925	0.241046	22	11	113958
358	-7.54831	20.6604	569	-0.0125979	0.0355048	0.99929	0.517122	22	11	114520
359	-2.94129	-8.12094	569	-0.00521411	-0.0143499	0.999883	0.221391	22	11	114600
360	-10.5384	15.7244	569	-0.018252	0.0271112	0.999466	0.291649	22	11	114836
361	11.882	22.0836	569	0.0207478	0.0385382	0.999042	0.55065	22	11	115024
362	-19.3109	-3.01859	569	-0.034397	-0.00495051	0.999396	0.238491	22	11	115050
363	-1.9365	-3.13547	569	-0.00311427	-0.00563886	0.999979	0.833536	22	11	115135
364	7.89515	-8.63733	569	0.0139578	-0.0152047	0.999787	0.781117	22	11	115509
365	-13.8931	-1.08709	569	-0.0244544	-0.00240392	0.999698	0.654275	22	11	115906
366	-9.42856	-10.2574	569	-0.0173391	-0.0180793	0.999686	0.678514	22	11	116188
367	10.7849	-16.2167	569	0.0184874	-0.0286116	0.99942	1.19476	22	11	116923
368	-9.84921	-25.4603	569	-0.0174434	-0.0453951	0.998817	0.300236	22	11	117017
369	0.624333	8.28471	569	0.00178369	0.01473	0.99989	0.297877	22	11	117061
370	12.401	29.1976	569	0.0218537	0.0507632	0.998472	0.432668	22	11	117192
371	-6.70848	-5.91636	569	-0.0118693	-0.0111904	0.999867	1.44547	22	11	117758
372	-13.447	7.60303	569	-0.0235349	0.0137802	0.999628	1.24161	22	11	118018
373	-21.798	-16.2806	569	-0.0388729	-0.0282657	0.998844	2.04689	22	11	118108
374	-13.075	20.3568	569	-0.0229481	0.0357585	0.999097	4.68536	22	11	118363
375	1.66008	12.6577	569	0.00291506	0.0223738	0.999745	0.955782	22	11	118612
376	4.8697	-4.46159	569	0.00861709	-0.0079437	0.999931	1.00487	22	11	118901
377	-5.7591	-16.0797	569	-0.00977607	-0.0279435	0.999562	0.229177	22	11	118985
378	-10.9316	23.9423	569	-0.0974855	0.145278	0.984576	3.16408	22	11	119456
379	-4.026	-3.33982	569	-0.00699647	-0.00539256	0.999961	1.03101	22	11	120233
380	-21.64	-14.6394	569	-0.0372454	-0.0255391	0.99898	0.72866	22	11	120899
381	6.4016	-21.1905	569	0.0109958	-0.0367741	0.999263	0.956772	22	11	120940
382	-10.0344	-8.86648	569	-0.0180505	-0.0158155	0.999712	1.15179	22	11	120991
383	16.6683	25.8182	569	0.0289032	0.0453243	0.998554	0.462259	22	11	121010
384	-8.16247	5.23337	569	-0.0150052	0.0096724	0.999841	2.59008	22	11	121082
385	-15.3893	4.82018	569	-0.0267403	0.00821155	0.999609	2.32778	22	11	121527
386	0.0677078	7.90056	569	-0.0629318	0.0106483	0.997961	0.412542	22	11	122188
387	-8.53484	17.8934	569	-0.0149863	0.031427	0.999394	2.31617	22	11	122329
388	12.6471	34.682	569	0.338523	0.536742	0.772858	0.63323	22	11	122360
389	0.292144	-12.5272	569	0.000686214	-0.0225778	0.999745	3.60749	22	11	122514
390	2.68449	-7.96883	569	0.0058095	-0.015629	0.999861	0.70744	22	11	122606
391	-15.4224	-24.0955	569	-0.0273366	-0.0424374	0.998725	2.1265	22	11	122906
392	-0.759564	4.44663	569	-0.00123671	0.00771613	0.999969	4.14497	22	11	123364
393	0.933867	-19.0678	569	0.00207704	-0.0337457	0.999428	3.35794	22	11	123445
394	-17.2794	16.514	569	-0.0298104	0.029688	0.999115	0.142282	22	11	124042
395	-2.17073	-13.3445	569	-0.0034982	-0.0230438	0.999728	0.776207	22	11	124206
396	1.17864	20.5284	569	0.00189107	0.0362472	0.999341	0.440448	22	11	124253
397	8.15187	29.3399	569	0.0142727	0.0514683	0.998573	0.942407	22	11	124289
398	3.82276	-14.3792	569	0.392326	0.214353	0.894501	0.50352	22	11	125913
399	-14.4322	60.7895	569	0.0117945	0.88877	0.458202	0.0616704	11	11	125913
400	-16.3567	-13.5311	569	-0.0294491	-0.0237314	0.999285	2.00557	22	11	126072
401	-21.4932	-19.5409	569	-0.0379893	-0.0339573	0.998701	0.78794	22	11	127173
402	-7.40372	19.9934	569	-0.0129937	0.0350746	0.9993	1.93012	22	11	128102
403	9.92818	-7.43846	569	0.0177781	-0.0127205	0.999761	0.989585	22	11	128899
404	-6.88356	20.0444	569	-0.0120431	0.0351362	0.99931	0.709495	22	11	129725
405	3.09313	12.9725	569	0.00466089	0.0225475	0.999735	0.40742	22	11	130154
406	5.02875	24.2843	569	0.00876075	0.0423746	0.999063	0.366867	22	11	130462
407	18.7896	21.1356	569	0.0322191	0.0372097	0.998788	1.67916	22	11	130470
408	5.14107	-15.9899	569	0.0103912	-0.0453803	0.998916	0.396237	22	11	130479
409	1.62649	-30.1473	569	0.00291444	-0.0529945	0.998591	2.89226	22	11	130638
410	22.5513	127.782	569	0.134705	0.445269	0.885206	1.16146	22	11	131074
411	5.34228	-20.2998	569	0.00920386	-0.0357351	0.999319	0.411457	22	11	131105
412	-9.35665	-17.8102	569	-0.0165091	-0.0309652	0.999384	0.298469	22	11	131336
413	-13.1247	7.35504	569	-0.0236261	0.0131477	0.999634	0.442348	22	11	131592
414	11.8758	16.1351	569	0.0212223	0.0277498	0.99939	0.246785	22	11	132074
415	7.24834	-14.2296	569	0.0123057	-0.0244083	0.999626	0.316768	22	11	132104
416	-11.2295	19.3958	569	-0.0201337	0.0340467	0.999217	1.21357	22	11	132191
417	7.54206	15.4809	569	0.0129547	0.0266866	0.99956	0.469581	22	11	132524
418	7.51529	-17.9433	569	0.0131199	-0.0316979	0.999411	2.14988	22	11	132895
419	-16.0117	-7.33523	569	-0.0471059	0.00647556	0.998869	1.84252	22	11	133045
420	4.77719	14.1008	569	0.00897284	0.024581	0.999658	0.84251	22	11	133259
421	15.9223	-4.93075	569	0.0283271	-0.00821506	0.999565	0.43796	22	11	133516
422	2.18514	26.2216	569	0.00401582	0.0467481	0.998899	0.809369	22	11	133734
423	-2.20423	-12.1469	569	-0.00396723	-0.020524	0.999781	0.643405	22	11	134008
424	1.5509	21.629	569	0.00299207	0.0387849	0.999243	2.25392	22	11	134042
425	-16.9082	-5.07361	569	-0.0300738	-0.00855951	0.999511	0.34294	22	11	134181
426	-2.09522	-28.3566	569	-0.00318009	-0.0494517	0.998771	0.685302	22	11	134512
427	16.6361	26.1291	569	0.0291103	0.0456613	0.998533	0.266674	22	11	135756
428	12.5961	28.1771	569	0.021903	0.0489777	0.99856	2.39507	22	11	135813
429	-10.4481	-24.6824	569	-0.0188469	-0.042962	0.998899	2.45499	22	11	135955
430	-4.11584	3.46411	569	-0.00784739	0.0060221	0.999951	1.27785	22	11	136034
431	15.8479	7.34639	569	0.0284283	0.0134444	0.999505	2.27611	22	11	136221
432	-6.89557	-6.47518	569	-0.0123091	-0.0112574	0.999861	0.394556	22	11	137698
433	-4.82981	10.4095	569	-0.00820531	0.0187238	0.999791	0.868765	22	11	137810
434	-15.5801	-26.2718	569	-0.0283331	-0.0464967	0.998517	0.342229	22	11	137848
435	-0.667624	-11.9074	569	-0.000580384	-0.0216247	0.999766	0.198369	22	11	138012
436	11.1657	13.8556	569	0.0195624	0.0241674	0.999517	0.509766	22	11	138348
437	-5.1913	-21.6957	569	-0.00864928	-0.0379721	0.999241	4.07668	22	11	138379
438	-7.45466	-15.8146	569	-0.0122273	-0.0276821	0.999542	0.394466	22	11	138860
439	-14.1418	-27.1949	569	-0.0245139	-0.0475087	0.99857	2.63849	22	11	139574
440	-11.118	10.7957	569	-0.0196069	0.0183326	0.99964	0.513258	22	11	139731
441	12.4573	-23.8926	569	0.0223085	-0.0419777	0.998869	0.473029	22	11	140011
442	17.6348	-2.53843	569	0.0305253	-0.00486324	0.999522	2.43763	22	11	140176
443	5.86302	7.05484	569	0.0102663	0.0122868	0.999872	0.805502	22	11	140549
444	17.2272	24.1762	569	0.0300665	0.0423739	0.998649	1.57417	22	11	141197
445	6.7864	18.9808	569	0.0118921	0.0336112	0.999364	0.615095	22	11	141249
446	3.97139	-9.74647	569	0.00635203	-0.0165851	0.999842	0.292301	22	11	141991
447	-14.7275	-30.4109	569	-0.0262432	-0.0526697	0.998267	1.3157	22	11	142192
448	-12.5545	-24.1714	569	-0.0212382	-0.0424928	0.998871	0.985424	22	11	142268
449	-1.52541	-29.2073	569	-0.00290187	-0.0510387	0.998692	0.143733	22	11	142380
450	-112.286	173.216	569	-0.281363	0.279405	0.918024	3.01878	22	11	143117
451	7.33763	4.44264	569	0.0127611	0.00774804	0.999889	0.253918	22	11	143159
452	-29.1322	-30.274	569	-0.0624491	-0.0320043	0.997535	0.808316	22	11	143179
453	15.2467	1.0644	569	0.0264585	0.00153663	0.999649	0.985086	22	11	144148
454	6.09108	27.846	569	0.012261	0.049945	0.998677	0.141134	22	11	144355
455	-5.48947	-20.2812	569	-0.00968733	-0.0353548	0.999328	1.21397	22	11	144673
456	2.4552	-23.9792	569	0.00465529	-0.0420384	0.999105	0.292442	22	11	144705
457	12.7483	22.872	569	0.0223426	0.0405866	0.998926	0.608598	22	11	144968
458	17.7743	-3.89734	569	0.0311725	-0.0072386	0.999488	1.66748	22	11	145335
459	8.82237	6.01509	569	0.0152948	0.0114028	0.999818	5.09731	22	11	146172
460	-8.49378	-22.1518	569	-0.0145126	-0.0391126	0.999129	0.651903	22	11	147874
461	-6.20113	5.45378	569	-0.0112323	0.0100912	0.999886	4.22627	22	11	148125
462	-9.15088	-18.8067	569	-0.0157732	-0.0332126	0.999324	4.40842	22	11	148273
463	14.175	8.7581	569	-0.084167	0.103959	0.991014	1.42576	22	11	148545
464	11.511	-20.002	569	0.0209147	-0.0346429	0.999181	1.07804	22	11	148872
465	-8.67705	-10.7173	569	-0.0152369	-0.0188583	0.999706	1.40785	22	11	149209
466	8.15964	5.38999	569	0.0145244	0.00920853	0.999852	3.02919	22	11	149656
467	-18.3774	-11.15	569	-0.0325552	-0.0188033	0.999293	1.28622	22	11	149711
468	11.5754	-6.93942	569	0.0199687	-0.0123469	0.999724	2.89737	22	11	149715
469	-13.1282	17.9747	569	-0.0227705	0.0316878	0.999238	1.75981	22	11	149760
470	-10.097	2.33498	569	-0.00126374	0.00434448	0.99999	3.33189	22	11	149903
471	-17.2386	-16.1897	569	-0.0303056	-0.0281081	0.999145	0.348568	22	11	149947
472	-14.8057	-23.673	569	-0.0260037	-0.0412018	0.998812	1.01291	22	11	150189
473	-8.70228	2.13368	569	-0.0153857	0.00337122	0.999876	0.582625	22	11	150231
474	2.79976	-28.204	569	0.00486572	-0.0496806	0.998753	0.238622	22	11	150509
475	-6.15041	-28.2194	569	-0.0105901	-0.0492701	0.998729	0.780052	22	11	150572
476	-14.3344	16.6599	569	-0.0253696	0.0294994	0.999243	0.423849	22	11	150843
477	15.585	13.1785	569	0.439033	0.540458	0.717743	0.706447	22	11	151008
478	9.25387	11.8025	569	0.016026	0.020107	0.999669	2.01408	22	11	151931
479	18.699	22.3337	569	0.0326661	0.0391789	0.998698	0.706494	22	11	152133
480	-14.092	20.666	569	0.0614368	0.534887	0.842687	0.982327	22	11	152495
481	4.98074	21.9432	569	0.008751	0.0384086	0.999224	0.29234	22	11	152536
482	15.3683	9.917	569	0.0264703	0.0174907	0.999497	1.45669	22	11	152537
483	16.2632	25.2025	569	0.028169	0.0439085	0.998638	0.834341	22	11	152833
484	8.24172	-19.2516	569	0.0149356	-0.034079	0.999308	1.61052	22	11	153376
485	-18.5117	-20.7862	569	-0.0329699	-0.0363512	0.998795	1.75789	22	11	153741
486	2.98053	-27.6204	569	0.005284	-0.0483941	0.998814	0.425601	22	11	153860
487	7.49111	-2.43798	569	0.0132206	-0.00424219	0.999904	1.1025	22	11	153890
488	-1.73352	-2.8105	569	-0.00269043	-0.00502253	0.999984	4.65508	22	11	154076
489	-13.6087	-27.6258	569	-0.0240556	-0.047897	0.998563	0.699113	22	11	154717
490	-9.83514	-18.502	569	-0.0169716	-0.0323455	0.999333	0.660172	22	11	156486
491	-46.9216	-169.178	569	-0.140552	-0.902539	0.407024	0.633591	22	11	157058
492	6.14204	-18.0235	569	0.0105703	-0.0320201	0.999431	0.366208	22	11	157071
493	-11.8056	-26.7395	569	-0.0204695	-0.0472244	0.998675	3.48366	22	11	157407
494	9.47144	16.4377	569	0.0167197	0.0289707	0.99944	0.778753	22	11	157655
495	17.8365	22.5569	569	0.03115	0.0391437	0.998748	0.377163	22	11	158432
496	-7.9439	9.9627	569	-0.0132473	0.0172097	0.999764	0.37285	22	11	158807
497	-19.0784	-8.87365	569	-0.0333926	-0.0160913	0.999313	1.33182	22	11	159897
498	15.9015	28.6761	569	0.0282049	0.0504581	0.998328	0.747128	22	11	160021
499	2.45725	-5.83631	569	0.0043357	-0.0103491	0.999937	3.75894	22	11	160310
500	20.6168	15.9855	569	0.0361922	0.0280714	0.998951	1.583	22	11	160448
501	11.7578	-14.6226	569	0.020101	-0.0254756	0.999473	0.225632	22	11	160721
502	9.0722	-2.47366	569	0.0169426	-0.00458156	0.999846	0.807674	22	11	160744
503	-17.7953	5.63355	569	-0.0305862	0.00928124	0.999489	1.54432	22	11	161056
504	-22.231	-54.4805	569	-0.50618	-0.611737	0.607914	0.401335	22	11	161222
505	-15.0848	-3.54606	569	-0.0263265	-0.00712059	0.999628	1.04892	22	11	161259
506	5.55509	-18.2134	569	0.00980228	-0.0320077	0.99944	0.250963	22	11	161401
507	19.5843	26.855	569	0.0348665	0.0470711	0.998283	1.94343	22	11	161505
508	-8.22745	-1.47043	569	-0.0145497	-0.00243365	0.999891	1.55739	22	11	161635
509	12.4798	-21.4709	569	0.0226647	-0.0376727	0.999033	1.33835	22	11	161716
510	-4.08527	-24.0787	569	-0.00630979	-0.0420765	0.999094	2.14896	22	11	161797
511	3.29757	-20.0701	569	0.00566174	-0.0350689	0.999369	0.29991	22	11	161929
512	-16.0875	-6.61191	569	-0.0279093	-0.0108137	0.999552	0.365916	22	11	161939
513	6.32715	22.1519	569	0.0107476	0.0388629	0.999187	0.284182	22	11	162325
514	-12.0556	-27.6881	569	-0.0404615	-0.0657697	0.997014	3.25251	22	11	162799
515	1.74741	1.97307	569	0.00256224	0.0033074	0.999991	1.42449	22	11	163162
516	20.4778	22.6631	569	0.0191794	0.0449994	0.998803	1.10655	22	11	163235
517	-20.7531	-20.8556	569	-0.0359327	-0.0360473	0.998704	0.500682	22	11	163419
518	-2.05159	-2.62809	569	-0.00329627	-0.00332526	0.999989	1.984	22	11	163833
519	0.0928074	21.399	569	3.98697e-05	0.037665	0.99929	0.505321	22	11	164114
520	-0.535744	2.9442	569	-0.000984198	0.00471429	0.999988	1.27445	22	11	165908
521	-32.4121	-36.4858	569	-0.456443	-0.220813	0.861917	1.0964	22	11	165955
522	8.24472	21.6301	569	0.013999	0.0384377	0.999163	0.990685	22	11	166587
523	-16.4349	-24.6099	569	-0.028964	-0.0430563	0.998653	5.21182	22	11	166759
524	-13.1694	15.8274	569	-0.0225246	0.0273463	0.999372	4.15591	22	11	167844
525	175.455	185.523	569	0.280977	0.297324	0.912497	3.59254	22	11	167865
526	-10.0887	-3.26565	569	-0.0178213	-0.00581342	0.999824	2.62419	22	11	168089
527	-16.3417	1.90899	569	-0.0288487	0.00334858	0.999578	0.665937	22	11	168205
528	10.1599	-3.80744	569	0.0177177	-0.00685408	0.99982	0.544185	22	11	168477
529	-5.09275	-11.9307	569	-0.00957886	-0.0212592	0.999728	0.363215	22	11	168592
530	-10.4653	-5.38076	569	-0.0182941	-0.00865527	0.999795	2.6245	22	11	168692
531	16.7234	11.335	569	0.0298035	0.0195842	0.999364	0.565744	22	11	168838
532	16.9404	1.1004	569	0.0302772	0.00132493	0.999541	0.233832	22	11	169603
533	-56.3777	-149.505	569	-0.223946	-0.516321	0.826596	0.832283	22	11	169675
534	10.9935	14.623	569	0.0193973	0.0257716	0.99948	2.65382	22	11	169737
535	1.79252	6.94186	569	0.00388498	0.0118487	0.999922	3.53286	22	11	169745
536	0.304428	24.016	569	0.000355094	0.0417284	0.999129	2.66421	22	11	170239
537	0.93249	-13.3257	569	0.000995435	-0.0238139	0.999716	0.859039	22	11	170877
538	-2.57553	1.14012	569	-0.00493655	0.0011336	0.999987	4.10978	22	11	171533
539	10.9181	9.41711	569	0.0191599	0.0165166	0.99968	0.329203	22	11	171536
540	10.8343	4.74314	569	0.0190006	0.00853762	0.999783	0.403254	22	11	171561
541	-0.660393	-12.2389	569	-0.00108653	-0.0217046	0.999764	1.1721	22	11	171575
542	2.38844	-25.0679	569	0.00392178	-0.0439556	0.999026	1.63745	22	11	171692
543	3.67052	2.61107	569	0.00709669	0.00513378	0.999962	1.65908	22	11	171995
544	11.2399	9.53748	569	0.0195241	0.0168455	0.999667	1.03761	22	11	172175
545	19.7138	-31.18	569	0.413068	-0.434882	0.800158	0.428207	22	11	172316
546	11.6187	-2.06984	569	0.0208817	-0.00372745	0.999775	0.898103	22	11	172918
547	-2.7941	-15.8373	569	-0.00542015	-0.0277194	0.999601	1.07061	22	11	173262
548	4.38029	-21.7544	569	0.00752019	-0.0378255	0.999256	0.644243	22	11	173321
549	4.31531	-18.1276	569	0.00745684	-0.0317131	0.999469	0.312558	22	11	173539
550	5.69391	20.8863	569	0.0100716	0.0365155	0.999282	0.503875	22	11	173600
551	-15.7341	6.56685	569	-0.0274098	0.0113653	0.99956	1.15389	22	11	173630
552	-9.86718	-28.8111	569	-0.0787347	-0.055204	0.995366	2.71619	22	11	174195
553	-24.7471	-12.6116	569	-0.453467	0.148631	0.878793	1.27784	22	11	174360
554	1.89012	13.8166	569	0.00367785	0.0248632	0.999684	0.253295	22	11	174874
555	-16.2932	9.94451	569	-0.0285505	0.0159905	0.999464	0.779265	22	11	175329
556	13.2148	1.05038	569	0.022762	0.00118307	0.99974	4.27478	22	11	176705
557	15.3633	-12.3436	569	0.0262734	-0.02177	0.999418	4.19348	22	11	176980
558	-10.6936	12.7327	569	-0.018565	0.022927	0.999565	0.163415	22	11	177032
559	-113.785	-189.204	569	-0.187713	-0.329192	0.925417	0.968479	22	11	177437
560	10.5708	-24.3491	569	0.0656632	-0.112061	0.991529	0.672962	22	11	177824
561	-15.5935	-23.7392	569	-0.0269208	-0.0408936	0.998801	3.93295	22	11	178018
562	9.07612	-3.53836	569	0.0159107	-0.00620578	0.999854	0.597233	22	11	178403
563	-9.76313	-2.35283	569	-0.0172949	-0.00326283	0.999845	1.44091	22	11	178837
564	-13.0108	-30.1275	569	-0.0225843	-0.0528381	0.998348	0.309717	22	11	179407
565	2.08672	-25.8874	569	0.00362968	-0.0455507	0.998955	0.736767	22	11	179742
566	-4.06968	-22.1558	569	-0.00691782	-0.0384454	0.999237	1.2984	22	11	180651
567	8.81535	-19.5204	569	0.015552	-0.0337287	0.99931	1.95837	22	11	181688
568	19.4693	13.3487	569	0.0341276	0.0230747	0.999151	1.59502	22	11	181967
569	12.1552	-17.8457	569	0.0205695	-0.0309999	0.999308	0.438973	22	11	183008
570	-15.9526	19.054	569	-0.0280012	0.0330239	0.999062	0.761948	22	11	183052
571	3.55095	-23.5571	569	0.00750995	-0.0411428	0.999125	0.197823	22	11	183643
572	-15.9303	-7.5841	569	-0.0277715	-0.0130383	0.999529	1.62136	22	11	183778
573	7.69412	1.60397	569	0.0141094	0.00238301	0.999898	0.310718	22	11	183799
574	-12.4647	-4.70933	569	-0.0226091	-0.00850652	0.999708	2.35057	22	11	184382
575	14.7016	-16.6384	569	0.0255311	-0.0283475	0.999272	2.25923	22	11	184671
576	-14.758	-22.18	569	-0.0265613	-0.0392971	0.998874	0.509287	22	11	184776
577	197.441	46.1277	569	0.29953	0.0728062	0.951305	1.01075	22	11	186786
578	14.4046	10.806	569	0.0244835	0.0195376	0.999509	0.189374	22	11	187889
579	3.68175	17.5159	569	0.00638221	0.0306352	0.99951	3.83666	22	11	187899
580	-1.7661	-22.2711	569	-0.00372115	-0.0390915	0.999229	1.59743	22	11	187969
581	4.94104	20.6273	569	-0.0208517	0.0475638	0.998651	0.508194	22	11	188169
582	-5.43511	15.6748	569	-0.0103707	0.0275771	0.999566	0.399892	22	11	188280
583	8.38951	-11.6898	569	0.0157793	-0.0211382	0.999652	0.189068	22	11	189064
584	13.1433	5.71781	569	0.0234413	0.00999651	0.999675	0.789496	22	11	189445
585	-0.12209	-21.251	569	0.00739884	-0.0428764	0.999053	1.3264	22	11	189579
586	-14.9792	-0.809745	569	-0.0262166	-0.00130341	0.999655	1.13998	22	11	190370
587	2.12591	17.1846	569	0.00373592	0.0301321	0.999539	0.33609	22	11	190505
588	-7.09013	-30.3338	569	-0.0124486	-0.0530828	0.998513	1.58672	22	11	190520
589	0.0147681	10.3344	569	-0.000136736	0.0181549	0.999835	0.792407	22	11	190828
590	13.5167	-9.76949	569	0.0237103	-0.0168668	0.999577	1.26317	22	11	191461
591	-2.62268	-0.0769473	569	-0.00456011	-0.000224327	0.99999	0.685274	22	11	191973
592	8.54817	6.2683	569	0.0152131	0.0110235	0.999824	5.01717	22	11	192131
593	8.53507	23.6	569	0.0141424	0.0412609	0.999048	0.59577	22	11	192708
594	5.83688	-22.5622	569	0.0102806	-0.0395298	0.999166	1.8998	22	11	192791
